"Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
28,"B Bieszk-Stolorz, I Markowicz","Influence of unemployment benefit on duration of registered unemployment spells",2015,"Equilibrium. Quarterly Journal …","economic-research.pl","http://www.economic-research.pl/Journals/index.php/eq/article/view/212","https://scholar.google.com/scholar?cites=15655354149119793662&as_sdt=2005&sciodt=0,5&hl=en",717,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,28,4,14,2,7,"… They adopted the age thresholds reflecting the potential benefit duration as the non-linearity … have left the labour office register within the period of time shorter than t0. The value exp(β+…","http://www.economic-research.pl/Journals/index.php/eq/article/download/212/180","https://scholar.google.com/scholar?q=related:_hk5K6f9QtkJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
21,"B Eugster","Effects of a higher replacement rate on unemployment durations, employment, and earnings",2015,"Swiss Journal of Economics and Statistics","Springer","https://link.springer.com/article/10.1007/BF03399412","https://scholar.google.com/scholar?cites=9362466773203862788&as_sdt=2005&sciodt=0,5&hl=en",32,"2022-08-15 21:28:05","","10.1007/BF03399412",NA,NA,NA,NA,NA,NA,21,3,21,1,7,"… on the unemployment insurance contribution time before … benefit duration was decreased from 24 to 18 months. This paper exploits a less-known feature of the unemployment insurance …","https://link.springer.com/content/pdf/10.1007/BF03399412.pdf","https://scholar.google.com/scholar?q=related:BMU2_uwp7oEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
82,"B Eugster, R Lalive, A Steinhauer…","Culture, work attitudes, and job search: Evidence from the Swiss language border",2017,"Journal of the …","academic.oup.com","https://academic.oup.com/jeea/article-abstract/15/5/1056/2965617","https://scholar.google.com/scholar?cites=10686015121181829785&as_sdt=2005&sciodt=0,5&hl=en",675,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,82,16.4,21,4,5,"… At the time of our analysis, maximum benefit duration is … unemployment insurance claim. About 5.2% of all unemployment spells are still in progress at the end of our observation period. …","https://academic.oup.com/jeea/article/15/5/1056/2965617","https://scholar.google.com/scholar?q=related:mep-wiJaTJQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
34,"B Fitzenberger, RA Wilke","New insights into unemployment duration and post unemployment earnings in Germany",2010,"Oxford Bulletin of Economics and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-0084.2010.00597.x","https://scholar.google.com/scholar?cites=13552915470506976110&as_sdt=2005&sciodt=0,5&hl=en",897,"2022-08-15 21:28:05","","10.1111/j.1468-0084.2010.00597.x",NA,NA,NA,NA,NA,NA,34,2.83,17,2,12,"… length of benefit entitlement periods. Changes in benefit levels over the course of an unemployment spell are a feature of all unemployment insurance … in benefit duration on the …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.620.8816&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:buN2YtCgFbwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
30,"B Fortin, P Lanoie, C Laporte","Is workers' compensation a substitute for unemployment insurance?",1999,"Journal of Risk and Uncertainty","Springer","https://link.springer.com/article/10.1023/A:1007890630779","https://scholar.google.com/scholar?cites=4230058036778675209&as_sdt=2005&sciodt=0,5&hl=en",820,"2022-08-15 21:28:05","","10.1023/A:1007890630779",NA,NA,NA,NA,NA,NA,30,1.3,10,3,23,"… Note, however, that the standard errors of the corresponding estimated coefficients are … used to generate consistent standard errors estimates, such an approach would be highly time-…","https://www.researchgate.net/profile/Bernard-Fortin-2/publication/5152213_Is_Workers%27_Compensation_a_Substitute_for_Unemployment_Insurance/links/0c960524efbe0b7a04000000/Is-Workers-Compensation-a-Substitute-for-Unemployment-Insurance.pdf","https://scholar.google.com/scholar?q=related:Cax6ZV8vtDoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
16,"B Guler, T Taskin","Does unemployment insurance crowd out home production?",2013,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S001429211300055X","https://scholar.google.com/scholar?cites=15187731818660403559&as_sdt=2005&sciodt=0,5&hl=en",302,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,16,1.78,8,2,9,"… In particular, the average fraction of time spent in home production for unemployed is decreasing from 0.19 to 0.15 as we increase replacement rate from 0.20 to 0.90 gradually. We also …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.890.8009&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:Z5km-56pxdIJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
386,"B Holmlund","Unemployment insurance in theory and practice",1998,"Scandinavian Journal of economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9442.00093","https://scholar.google.com/scholar?cites=16683301779593408498&as_sdt=2005&sciodt=0,5&hl=en",33,"2022-08-15 21:28:05","","10.1111/1467-9442.00093",NA,NA,NA,NA,NA,NA,386,16.08,386,1,24,"… economic analysis of unemployment insurance provides a good … unemployment insurance as it has evolved since the 1970s. … time period, but the assumption of infinite benefit duration …","https://www.diva-portal.org/smash/get/diva2:128654/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:8q9OnZP-hucJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
31,"B McCall, W Chi","Unemployment insurance, unemployment durations and re-employment wages",2008,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176507002236","https://scholar.google.com/scholar?cites=1174818200317751574&as_sdt=2005&sciodt=0,5&hl=en",27,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,31,2.21,16,2,14,"… State Unemployment Insurance Laws … weekly benefit amount (WBA) that individual's qualified for. We also determined whether a state required a waiting period, the maximum duration …","https://scholar.google.comftp://dlib.info/opt/ReDIF/RePEc/hrr/papers/0306.pdf","https://scholar.google.com/scholar?q=related:FnGawe3KTRAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
85,"BD Meyer","Unemployment and workers' compensation programmes: rationale, design, labour supply and income support",2002,"Fiscal Studies","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-5890.2002.tb00053.x","https://scholar.google.com/scholar?cites=13083115836955557671&as_sdt=2005&sciodt=0,5&hl=en",515,"2022-08-15 21:28:05","","10.1111/j.1475-5890.2002.tb00053.x",NA,NA,NA,NA,NA,NA,85,4.25,85,1,20,"… In this paper, I will focus on unemployment insurance (UI) … of 26 and base period earnings divided by three times the … the minimum and maximum weekly benefit amount (WBA). The …","https://voices.uchicago.edu/brucemeyer/files/2019/11/MeyerFiscalStudies2002.pdf","https://scholar.google.com/scholar?q=related:J_8FUYmQkLUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
17,"BD Meyer, WKC Mok","A short review of recent evidence on the disincentive effects of unemployment insurance and new evidence from New York State",2014,"National Tax Journal","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.17310/ntj.2014.1.07","https://scholar.google.com/scholar?cites=10350749626228379851&as_sdt=2005&sciodt=0,5&hl=en",111,"2022-08-15 21:28:05","","10.17310/ntj.2014.1.07",NA,NA,NA,NA,NA,NA,17,2.13,9,2,8,"… on the effect ofUI on claim duration from a 36 percent … standard errors in the con however, because of the possibility of common shocks to a given earnin quarter, the standard errors …","http://harris.uchicago.edu/files/shortreview.pdf","https://scholar.google.com/scholar?q=related:y5BZxvE_pY8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
256,"BP McCall","Unemployment insurance rules, joblessness, and part-time work",1996,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/2171865","https://scholar.google.com/scholar?cites=10885561967374304644&as_sdt=2005&sciodt=0,5&hl=en",88,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,256,9.85,256,1,26,"… Thus, the maximum benefit duration was set at the maximum duration of regular benefits for the state of residence. This was 26 weeks for all states in the sample except Massachusetts …","","https://scholar.google.com/scholar?q=related:hAXZZe9IEZcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
92,"BP McCall","The impact of unemployment insurance benefit levels on recipiency",1995,"Journal of Business & Economic Statistics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07350015.1995.10524593","https://scholar.google.com/scholar?cites=5137282803093378999&as_sdt=2005&sciodt=0,5&hl=en",130,"2022-08-15 21:28:05","","10.1080/07350015.1995.10524593",NA,NA,NA,NA,NA,NA,92,3.41,92,1,27,"… recrplency among those eligible for unemployment insurance benefits. Using a sample from the CPS DWS, it was found that raising the replacement rate increases the likelihood of UI re…","https://amstat.tandfonline.com/doi/pdf/10.1080/07350015.1995.10524593","https://scholar.google.com/scholar?q=related:t5carX1LS0cJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
194,"C Belzil","Unemployment insurance and subsequent job duration: Job matching versus unobserved heterogeneity",2001,"Journal of applied econometrics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.618","https://scholar.google.com/scholar?cites=11707678008879322943&as_sdt=2005&sciodt=0,5&hl=en",4,"2022-08-15 21:28:05","","10.1002/jae.618",NA,NA,NA,NA,NA,NA,194,9.24,194,1,21,"… The analysis presented in this paper is based on a multi-state duration model which is used to estimate the effects of unemployment insurance benefit duration on subsequent job match …","https://www.econstor.eu/bitstream/10419/20957/1/dp116.pdf","https://scholar.google.com/scholar?q=related:P5fnfx4HeqIJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
67,"C Belzil","Unemployment insurance and unemployment over time: An analysis with event history data",1995,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/2109997","https://scholar.google.com/scholar?cites=8145239260469407298&as_sdt=2005&sciodt=0,5&hl=en",72,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,67,2.48,67,1,27,"… as benefit duration or benefit level to infer how Unemployment Insurance and the duration of … Given that, in most western countries, UI parameters such as benefit duration and benefit …","","https://scholar.google.com/scholar?q=related:Qi7YuvOzCXEJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
9,"C Belzil","Some estimates of the effects of unemployment insurance on re-employment duration",1994,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/0165176594900116","https://scholar.google.com/scholar?cites=836221402003482375&as_sdt=2005&sciodt=0,5&hl=en",91,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,9,0.32,9,1,28,"… at benefit duration using two distinct approaches depending on whether the benefit duration … spell, the individual becomes re-eligible for the same maximum benefit duration period, this …","","https://scholar.google.com/scholar?q=related:Byf_Q-_amgsJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
10,"C Belzil","On the empirical relationship between unemployment duration, unemployment insurance and voluntary unemployment",1992,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/016517659290296B","https://scholar.google.com/scholar?cites=11007797693662459359&as_sdt=2005&sciodt=0,5&hl=en",189,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,10,0.33,10,1,30,"… In a certain sense, this result may be viewed as a more general extension of the well-known result about the effects of benefit duration exhaustion on the escape rate out of …","","https://scholar.google.com/scholar?q=related:33UdOq6Nw5gJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
56,"C Boone, A Dube, L Goodman, E Kaplan","Unemployment insurance generosity and aggregate employment",2021,"American Economic Journal …","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/pol.20160613","https://scholar.google.com/scholar?cites=7218710450989638059&as_sdt=2005&sciodt=0,5&hl=en",98,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,56,56,14,4,1,"… county-specific time invariant measure of treatment, treatc, which we define as the difference in time-averaged maximum benefit duration in a given county during the “treatment period” (…","https://www.econstor.eu/bitstream/10419/161062/1/dp10439.pdf","https://scholar.google.com/scholar?q=related:qyGjp-gCLmQJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
116,"C Davidson, SA Woodbury","Optimal unemployment insurance",1997,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272796016234","https://scholar.google.com/scholar?cites=2181677783442089728&as_sdt=2005&sciodt=0,5&hl=en",56,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,116,4.64,58,2,25,"… Thus, an optimal program must include an infinite potential duration of benefits. In Section 3.2, we solve for the optimal replacement rate under a program in which benefits are offered …","https://research.upjohn.org/cgi/viewcontent.cgi?article=1052&context=up_workingpapers","https://scholar.google.com/scholar?q=related:AGdtkGLgRh4J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
